optimizer,category,rmse_use,mase,optimizer_name
cmaes,lshade,30.30782674771543,0.3862506224149467,CMA-ES
dual_annealing,pso,34.01704718581006,0.28322533405468076,Dual Annealing
basin_hopping,lshade,67.02206072437711,0.41297828054005087,Basin Hopping
basin_hopping,pso,33.748579378914364,0.24589692549045636,Basin Hopping
lshade,basin_hopping,46.88306605570879,0.5010277285075199,L-SHADE
lshade,pso,28.70094743776904,0.2625848055176321,L-SHADE
cmaes,basin_hopping,30.17768992904727,0.3381966746330229,CMA-ES
dual_annealing,basin_hopping,84.81336255468979,0.41917813789647423,Dual Annealing
cmaes,basin_hopping,28.982538457700578,0.38396590570060063,CMA-ES
basin_hopping,lshade,34.761016056299034,0.31169637067715916,Basin Hopping
pso,basin_hopping,235.7729459932452,0.47960279369824915,PSO
lshade,cmaes,57.794113378387884,0.39894985825709356,L-SHADE
cmaes,dual_annealing,31.92005135858417,0.2938742200559521,CMA-ES
cmaes,basin_hopping,34.905218994495954,0.4265371285934701,CMA-ES
basin_hopping,pso,28.707823538399083,0.2596526717411947,Basin Hopping
pso,lshade,160.43955575614908,0.3693311819685512,PSO
cmaes,dual_annealing,32.08656815164252,0.30966207496194575,CMA-ES
dual_annealing,basin_hopping,137.40954476579924,0.46068861871142697,Dual Annealing
cmaes,dual_annealing,27.697956819256458,0.26121227995731533,CMA-ES
lshade,basin_hopping,44.44606150420509,0.382796620793468,L-SHADE
dual_annealing,basin_hopping,148.47098909651643,0.563427070398429,Dual Annealing
basin_hopping,pso,28.7105137906729,0.37403324959175804,Basin Hopping
basin_hopping,dual_annealing,28.858120742216144,0.23296519397755033,Basin Hopping
cmaes,pso,33.98584906753685,0.2656666506141456,CMA-ES
pso,dual_annealing,152.26022583112555,0.4043203463390902,PSO
cmaes,basin_hopping,37.65551163339559,0.394973567518619,CMA-ES
basin_hopping,pso,34.003435515858726,0.34714982356305085,Basin Hopping
lshade,basin_hopping,42.20252561189111,0.4873989357856392,L-SHADE
cmaes,pso,145.85378262190258,0.3615949590370676,CMA-ES
lshade,cmaes,62.52192273051853,0.40269866784732467,L-SHADE
dual_annealing,lshade,247.09274087180304,0.40693433976178667,Dual Annealing
basin_hopping,lshade,42.91591700927497,0.43318716110130184,Basin Hopping
dual_annealing,pso,35.917436508295545,0.4271270820833739,Dual Annealing
pso,cmaes,178.18043186162413,0.35628275612968113,PSO
pso,cmaes,262.494579089705,0.4295100629924938,PSO
pso,lshade,179.68623992178118,0.3935852364695817,PSO
basin_hopping,lshade,30.44888618096556,0.3453911089413917,Basin Hopping
lshade,dual_annealing,42.453727019440386,0.3543295715670453,L-SHADE
pso,lshade,154.00749953347787,0.3693311819685512,PSO
